رقم الصنف	اسم الصنف	الوحدة	الكمية المتوفرة	الشد			
AR_26481	قبضات شعر	كرتون	1.25	72			
AR_26488	قبضات شعر	كرتون	0.5	72			
AR_26514	سفرة طاولة	كرتون	7.4	60			
AR_26515	سفر طاولة	كرتون	9.5	60			
AR_26519	غطاء غسالة 85*62*55 سم	كرتون	2.15	60			
AR_26520	غطاء غسالة 89*46*75 سم	كرتون	2.15	60			
AR_26521	غطاء غسالة 85*58*55 سم	كرتون	1.15	60			
AR_26522	مفارش ثلاجة	كرتون	6.4	60			
AR_26523	غطاء المايكرويف	كرتون	0.5	60			
AR_26524	غطاء اسطوانة الغاز	كرتون	1	60			
AR_26538	ليف جسم اطفال	كرتون	3.75	72			
AR_26540	شنط قماش	كرتون	5.625	120			
AR_26566	مجموعه الوان مع محفظه	كرتون	1	60			
AR_26567	مجموعه الوان مع لوح تلوين	كرتون	2.75	60			
AR_26568	مجموعه محفظه مع ساعه	كرتون	1.5	60			
AR_26569	مجموعه اقلام رصاص مع هندسه	كرتون	2.5	96			
AR_26570	مجموعه الوان فسفوريه مع مذكره	كرتون	5.75	96			
AR_26574	حبل زينة 280 متر 200 جرام	كرتون	3	72			
AR_26634	كوب كيك	كرتون	1.3	60			
AR_26677	فرشة دولاب	كرتون	0.75	48			
AR_26678	فرشة دولاب	كرتون	0.75	48			
AR_26707	برطمان زجاج مدور 560 مل	كرتون	0.75	60			
AR_26708	برطمان زجاج مدور 630 مل	كرتون	0.75	48			
AR_26738	مخدات كرسي	كرتون	2.75	48			
AR_26739	مخدات كرسي	كرتون	1	48			
							
AR_26740	مخدات كرسي	كرتون	7.25	48			
AR_26747	مخدات سفر	كرتون	1.9791	48			
AR_26755	علب هدايا صغير	كرتون	3	60			
AR_26759	علب هدايا طفوليه كبير	كرتون	4.75	100			
AR_26760	علب هدايا طفوليه صغير	كرتون	4.75	100			
AR_26761	علب هدايا طفوليه كبير	كرتون	2.75	100			
AR_26762	علب هدايا طفوليه صغير	كرتون	4.74	100			
AR_26764	علب هدايا صغير	كرتون	0.75	48			
AR_26772	علب هدايا صغير	كرتون	1.25	48			
AR_26828	مناديل تنظيف 33*33 25ح	كرتون	1	72			
AR_26830	علب مناديل جلد	كرتون	5	72			
AR_26832	فلتر شفاط مطبخ	كرتون	2	72			
AR_26882	طقم اكواب زجاج 36ح	كرتون	2	4			
AR_26885	اكواب زجاج 4ح	كرتون	2.5	24			
AR_26891	قواعد كاسات زجاج 4ح	كرتون	4.5	48			
AR_26892	قواعد كاسات زجاج 4ح	كرتون	2.5	48			
AR_26898	اكواب زجاج 3ح	كرتون	24	48			
AR_26899	اكواب زجاج 3ح	كرتون	25	48			
AR_26900	اكواب زجاج 3ح	كرتون	13.5	48			
AR_26902	اكواب زجاج 4ح	كرتون	2	48			
AR_26903	اكواب زجاج 4ح	كرتون	1	48			
AR_26932	ملفات بلاسيتك	كرتون	9.5	60			
AR_26933	ملفات بلاسيتك	كرتون	5.5	60			
AR_26934	ملفات بلاسيتك	كرتون	12.5	60			
AR_26945	ورد بلاسيتك	كرتون	1	60			
AR_27107	سكاكين فواكه 6 قطع	كرتون	6.5	72			
AR_27108	سكاكين فواكه 12 قطعه	كرتون	7	72			
AR_27109	سكاكين فواكه 12 قطعه	كرتون	7	72			
AR_27115	مشن زيت بمقبض بلاستيك 20سم	كرتون	3	72			
AR_27116	مشن زيت مقبض بلاستيك 18سم	كرتون	4.25	72			
AR_27117	مشن زيت مقبض بلاستيك 16سم	كرتون	2.25	72			
AR_27119	مشن زيت 14 سم	كرتون	4.25	72			
AR_27120	مشن زيت 16 سم	كرتون	3.5	72			
AR_27121	مشن زيت 18 سم	كرتون	3.75	72			
AR_27122	مشن زيت 20 سم	كرتون	3.75	72			
AR_27124	خلاط كابتشينو	كرتون	8	72			
AR_27177	خلاط كابتشينو2	كرتون	0.5	60			
AR_28137	واقي ركبة	كرتون	6.15	100			
AR_28139	حزام مطاطي لتمارين اليوغا	كرتون	4	72			
AR_28150	كرات تنس الريشه	كرتون	2	50			
AR_28219	علاقي باب خشبي	كرتون	7	48			
AR_28234	صحون حديد بروست 35.5*26.5	كرتون	4.125	200			
AR_28236	صحون حديد بروست 35.5*26.5	كرتون	1.25	200			
							
AR_28237	صحون حديد بروست 35.5*26.5	كرتون	1	200			
AR_28247	مخدات كرسي	كرتون	1	60			
AR_28258	رول فرشة طاولة	كرتون	1.5	48			
AR_28260	رول فرشة ادراج 45*150 سم	كرتون	2.75	72			
AR_28261	رول فرشة ادراج 45*150 سم	كرتون	1.75	72			
AR_28262	رول فرشة ادراج 4حبه	كرتون	5.5	48			
AR_28263	رول فرشة ادراج 4حبه	كرتون	2.5	48			
AR_28307_24	مراكن 2 حبة	كرتون	0.5	24			
AR_28325	مراكن اشجار	كرتون	1	48			
AR_28347	شموع 4 حبات مقاس 4سم	كرتون	5.25	60			
AR_28351	شموع	كرتون	0.25	60			
AR_28362	ادوات اعياد الميلاد	كرتون	3	72			
AR_28366	بالونات طويلة 50 حبة	كرتون	3.11	100			
AR_28367	بالون مع استاند 20 حبة	كرتون	9	72			
AR_28368	استاند بالون	كرتون	0.5	50			
AR_28416	مروحة	كرتون	1	60			
AR_28469	صحون تقديم بغطاء صغير	كرتون	4	72			
AR_28470	صحون تقديم بغطاء صغير	كرتون	3	72			
AR_28474	صحون تقديم بقاعدة كبير	كرتون	1	48			
AR_28515	احجار زينة	كرتون	11	8			
AR_28516	احجار زينة	كرتون	1	4			
AR_28519	احجار زينة	كرتون	20	8			
AR_28520	احجار زينة	كرتون	19	4			
AR_28521	احجار زينة	كرتون	37	8			
AR_28522	احجار زينة	كرتون	21	4			
AR_28523	احجار زينة	كرتون	37	8			
AR_28524	احجار زينة	كرتون	28	4			
AR_28525	احجار زينة	كرتون	21	8			
AR_28526	احجار زينة	كرتون	18	4			
AR_28527	احجار زينة	كرتون	14	8			
AR_28528	احجار زينة	كرتون	19	4			
AR_28529	احجار زينة	كرتون	59	8			
AR_28530	احجار زينة	كرتون	68	4			
AR_28556	مسدس غراء صغير	كرتون	0.5	72			
AR_28558	مسدس غراء كبير	كرتون	0.138888	72			
AR_28562	لصق تغليف شفاف سم4.8×350 يارده	كرتون	0.5	36			
AR_28563	لصق عازل كهربائي اسود	كرتون	0.5	48			
AR_28565	لصق عازل كهربائي	كرتون	6.5	48			
AR_28567	لصق تغليف مقاس سم 4.5×170 يارده	كرتون	0.75	48			
AR_28568	غراء حراري	كرتون	1	72			
AR_28570	شريط  تفلون للسباكه 8 قطع	كرتون	8.75	72			
AR_28571	لصق عرض خاص 8 قطع	كرتون	7	48			
AR_28572	لصق شفاف صغيره 15 حبه	كرتون	5	60			
							
AR_28573	لصق شفاف صغيره 10 حبه	كرتون	14	60			
AR_28618	اكياس قماش 14 حبة 25*35	كرتون	2	48			
AR_28619	اكياس قماش 16 حبة 25*30	كرتون	2.5	48			
AR_28620	اكياس 5 حبة شخصيات 22*11*23	كرتون	6.75	60			
AR_28621	اكياس 4 حبة شخصيات 27*29*11	كرتون	7.25	60			
AR_28626	حقيبة ملابس 90*60	كرتون	4	72			
AR_28627	حقيبة ملابس 110*60	كرتون	3	72			
AR_28628	حقيبة ملابس 137*60	كرتون	1	72			
AR_28641	فازات شمعدان حجري	كرتون	6	48			
AR_28642	فازات شمعدان حجري	كرتون	6	48			
AR_28643	فازات شمعدان حجري	كرتون	3	48			
AR_28644	فازات شمعدان حجري	كرتون	4	48			
AR_28647	بوكس بالونات عيد ميلاد	كرتون	0.75	72			
AR_28651	جاكت سباحة A	كرتون	0.5	72			
AR_28670	العاب تعليم مغناطيسي	كرتون	7.25	72			
AR_28671	العاب تعليم	كرتون	4.5	72			
AR_28672	العاب تعليم	كرتون	0.25	60			
AR_28674	العاب تعليم	كرتون	5.75	72			
AR_28676	العاب تعليم	كرتون	7.25	72			
AR_28677	العاب تعليم	كرتون	5	72			
AR_28683	شنطة خصر الرياضة مطاط	كرتون	7	72			
AR_28684	شنط خصر الرياضة	كرتون	3	72			
AR_28685	شنط خصر	كرتون	2.5	72			
AR_28711	رول تنشيف مطبخ الوان	كرتون	3	100			
AR_28717	رول تنشيف مطبخ 80	كرتون	2	80			
AR_28721	مشط شعر	كرتون	2.5	72			
AR_28736	اكواب زجاج شخصيات	كرتون	5	48			
AR_28737	اكواب زجاج شخصيات	كرتون	5	48			
AR_28738	اكواب زجاج شخصيات	كرتون	4	48			
AR_28739	اكواب زجاج شخصيات	كرتون	6.5	48			
AR_28740	اكواب زجاج شخصيات	كرتون	5	48			
AR_28741	اكواب زجاج شخصيات	كرتون	8	48			
AR_28745	اكواب سيراميك شخصيات	كرتون	1	48			
AR_28754	اكواب سيراميك شخصيات	كرتون	0.04167	48			
AR_28757	اكواب زجاج شخصيات	كرتون	2	48			
AR_28758	اكواب زجاج شخصيات	كرتون	0.5	48			
AR_28761	اكواب زجاج شخصيات	كرتون	2	48			
AR_28762	اكواب زجاج شخصيات	كرتون	4	48			
AR_28834	استاند تقديم قدور اسود 22سم	كرتون	7.5	60			
AR_28835	استاند تقديم قدور اسود 25سم	كرتون	7.5	60			
AR_28837	رف حمام تعليق ذهبي	كرتون	6.875	120			
AR_28838	استاند تجفيف ملاعق	كرتون	0.875	120			
AR_28839	سلة تقديم اسود مدورة مقعرة	كرتون	7	80			
							
AR_28840	سله تقديم اسود مدور	كرتون	9.5	48			
AR_28846	رف جداري+علاقه متعدد الاستخدام اسود	كرتون	1	48			
AR_28847	صحون تقديم	كرتون	0.5	60			
AR_28850	صحون تقديم	كرتون	4	48			
AR_28852	استاند غاز	كرتون	1	24			
AR_28853	علاقي باب	كرتون	1.5	48			
AR_28854	علاق جداري حديد اسود	كرتون	3.125	96			
AR_28899	كوب زجاجي بغطاء+ملعقه تحريك	كرتون	2.25	36			
AR_28900	كوب زجاجي بغطاء+ملعقه تحريك	كرتون	6.75	36			
AR_28901	كوب زجاجي بغطاء+ملعقة تحريك	كرتون	5.75	36			
AR_28902	كوب زجاجي بغطاء + ملعقة تحريك	كرتون	3.25	36			
AR_28903	تمرية بلاستيك	كرتون	3.5	60			
AR_28913	ريشه رسم 6 حبه	كرتون	5	72			
AR_28914	الوان رسم	كرتون	2.25	72			
AR_28915	عدة منحوتات	كرتون	2	72			
AR_28916	اقلام الوان جل لماع	كرتون	0.75	72			
AR_28917	عدة منحوتات	كرتون	4.75	72			
AR_28919	برطمان زجاج مدور 290 مل	كرتون	12.5	72			
AR_28920	برطمان زجاج مدور 360 مل	كرتون	12	72			
AR_28921	برطمان زجاج مدور 460 مل	كرتون	16	60			
AR_28922	برطمان زجاج مدور 560 مل	كرتون	21	60			
AR_28923	فازه زجاج مدور 630 مل	كرتون	22	48			
AR_28924	برطمان زجاج مدور 510 مل	كرتون	3.5	72			
AR_28929	برطمان زجاج مدور بملعقة 220 مل	كرتون	0.5	72			
AR_28930	برطمان زجاج  مدور بملعقة 300 مل	كرتون	1.5	72			
AR_28931	برطمان زجاج مدور بملعقة 360 مل	كرتون	2	60			
AR_28933	برطمان زجاج مدور بملعقة 560 مل	كرتون	2	48			
AR_28935	براد شاي ml1000 سادة	كرتون	19	24			
AR_28936	براد شاي ml1500 سادة	كرتون	7.5	24			
AR_28938	براد شاي ml1000 مشجر	كرتون	64	24			
AR_28939	براد شاي ml1500 مشجر	كرتون	8.5	24			
AR_28940	براد شاي ml1800 مشجر	كرتون	6	24			
AR_28941	براد شاي ml1000 مشجر	كرتون	64.5	24			
AR_28942	براد شاي ml1500 مشجر	كرتون	14.5	24			
AR_28943	براد شاي ml1800 مشجر	كرتون	16.5	24			
AR_28947	كوب + مصاصه زجاجي بغطاء خشبي	كرتون	2	48			
AR_28968	سلة نفايات	كرتون	2.5	60			
AR_28980	بوكس اكسسوارات	كرتون	1	20			
AR_28981	بوكس اكسسوارات	كرتون	1	20			
AR_28982	اكواب بلاستيك شفاف بمقبض 6 قطع	كرتون	2	36			
AR_28985	اكواب بلاستيك شفاف بمقبض 5 قطع	كرتون	1	36			
AR_28987	اكواب بلاستيك شفاف بمقبض 5 قطع	كرتون	2	36			
AR_29063	منفضه غبار	كرتون	6.5	72			
							
AR_29068	مشن طحين	كرتون	4.5	72			
AR_29069	مفكات علب 2 حبة	كرتون	3.5	72			
AR_29070	مفك علب 2 حبة	كرتون	2	72			
AR_29077	مقص	كرتون	1.25	72			
AR_29078	مقص	كرتون	2.25	72			
AR_29095	ميزان شنطة سفر	كرتون	6.25	100			
AR_29099	ميزان مطبخ رقمي مع وعاء	كرتون	9	40			
AR_29122	سرير اطفال	كرتون	2.5	72			
AR_29169	سلك غسيل	كرتون	3.4	70			
AR_29202	حبل غسيل مقاوم للرياح 10 م	كرتون	9.5	72			
AR_29212	اكياس تخزين ملابس 20*30*45	كرتون	1.5	72			
AR_4886	ادوات تقطيع كيك	كرتون	0.9	60			
AR_M201	صحن تقديم بيضاوي 2 قطعة 10.5*20*27 سم	كرتون	53.75	24			
AR_M202	 صحن تقديم بيضاوي 1 قطعة 13.5*26*34 سم	كرتون	105.75	24			
AR_M203	 صحن تقديم بيضاوي 1 قطعة 15.5*29*39 سم	كرتون	18.25	24			
AR_M204	 صحن تقديم بيضاوي 1 قطعة 12*20*30 سم	كرتون	15.25	24			
AR_M205	 صحن تقديم بيضاوي قطعة 13.75*25*35 سم	كرتون	61.25	24			
AR_M206	 صحن تقديم 11.5*19*29 سم	كرتون	50.5	24			
AR_M207	 صحن تقديم 13*26*33 سم	كرتون	14	24			
AR_M208	 صحن تقديم 11.5*20*29سم	كرتون	14.75	24			
AR_M209	 صحن تقديم 13*23*33 سم	كرتون	8	24			
AR_M212	 صحن تقديم صغير 2 قطع 8*20*20 سم	كرتون	1.5	24			
AR_M213	زبدية بغطاء 5*15*19 سم	كرتون	83	24			
AR_M214	زبدية بغطاء 6*20*20 سم	كرتون	12.75	24			
AR_M215	صحن دائري قطعتين 10*25*25 سم	كرتون	57.75	24			
AR_M216	صحن دائري 12*30*30سم	كرتون	71.75	24			
AR_M217	صحن دائري 13.5*34*34 سم	كرتون	20	24			
AR_M218	صحن بيضاوي صغير 5 قطع  7.5*12*19 سم 3	كرتون	34	24			
AR_M219	صحن بيضاوي صغير 4 قطع  8*12*20 سم 3	كرتون	58.5	24			
AR_M220	صحن بيضاوي صغير 3قطع  9*14*23 سم 3	كرتون	3.75	24			
AR_M221	صحن سلطة 4قطع  4*13*13 سم	كرتون	5.25	24			
AR_M222	صحن سلطة 3 قطع  6*16*16 سم	كرتون	21.75	24			
AR_M224	صواني صغير 6 قطع  4*9*9 سم	كرتون	97.75	24			
AR_M225	صواني صغير 5 قطع  5*10*10 سم	كرتون	26.75	24			
AR_M226	صواني صغير 4 قطع 4.5*11.5*11.5 سم	كرتون	40.25	24			
BA_045	حافظة 15 لتر	كرتون	10	12			
BA_052	علبة مونة مستطيل 11 لتر	كرتون	6.25	24			
BA_069	علبة مونة مستطيل 5.5 لتر	كرتون	10	24			
BA_076	علبة مونة مستطيل 2.5 لتر	كرتون	10	40			
BA_083	علبة مونة مستطيل 3.5 لتر	كرتون	10	36			
BA_093	قوار مستطيل 45 كرميدي	كرتون	40	12			
BA_1006	حاجز باب 90	كرتون	2.375	48			
BA_1008	حاجز باب 110	كرتون	1	48			
							
BA_1009	حاجز باب 120	كرتون	3	48			
BA_106_11	علبة سكر مستطيل 11 لتر	كرتون	9.375	24			
BA_116	سلة غسيل تركي	كرتون	30	12			
BA_124	كرسي خشابي	كرتون	15	1			
BA_126	قوار مدور 40 كرميدي	كرتون	20	12			
BA_143	حافظة 20 لتر	كرتون	10	12			
BA_148	سطل قلاب 15 لتر	كرتون	30	8			
BA_162	سطل قلاب 8 لتر	كرتون	30	12			
BA_166	سطل 12 لتر	كرتون	11	36			
BA_167	قاعدة غاز	كرتون	15	20			
BA_179	طاولة  الشريف	كرتون	70	1			
BA_186	درج معالق قطعتين	كرتون	8	20			
BA_193	منظم خضار 4 قطع ملون	كرتون	15	6			
BA_209	منظم خضار 3 قطع ملون	كرتون	15	6			
BA_225	حافظة 3 لتر	كرتون	10	40			
BA_232	حافظة 5 لتر	كرتون	10	36			
BA_234	رف خضار مدور 3 قطع	كرتون	10	12			
BA_249	حافظة 9 لتر	كرتون	10	24			
BA_286	درج معالق قطعتين	كرتون	15	20			
BA_298	مستعملة اطفال كرسي	كرتون	33	18			
BA_301	علبة سكر مع عجل	كرتون	10	8			
BA_308	سطل دعسة 15 لتر	كرتون	15	6			
BA_319	رف خضار بيضاوي 4 قطع	كرتون	6	10			
BA_342	كرسي	كرتون	50	1			
BA_352	قوار مستطيل 30 كرميدي	كرتون	40	12			
BA_357_C	رف خضار مدور 4 قطع	كرتون	10	10			
BA_386	قوار مدور 25 كرميدي	كرتون	40	12			
BA_403	حافظة صابون بيضاوي	كرتون	10	30			
BA_406	مشك صحون ارضي دانتيل مع صينية	كرتون	15	15			
BA_437	رف خضار دانتيل 3 قطع	كرتون	10	6			
BA_468	رف خضار دانتيل 4قطع	كرتون	10	6			
BA_5050_1_36/35	أحذية - أبيض 36/35	كرتون	3	40			
BA_5050_1_40/39	أحذية - أبيض 40/39	كرتون	1	40			
BA_5050_2_36/35	أحذية - أسود 36/35	كرتون	6	40			
BA_5050_2_38/37	أحذية - أسود 38/37	كرتون	11	40			
BA_5050_2_40/39	أحذية - أسود 40/39	كرتون	2	40			
BA_5050_3_38/37	أحذية - وردي 38/37	كرتون	6	40			
BA_5050_4_38/37	أحذية - اصفر 38/37	كرتون	7	40			
BA_5050_5_40/39	أحذية - اخضر 40/39	كرتون	3	40			
BA_5053_1_41/40	أحذية - اسود 41/40	كرتون	5	70			
BA_5053_1_43/42	أحذية - اسود 43/42	كرتون	2	70			
BA_5053_1_45/44	أحذية - اسود 45/44	كرتون	5	70			
BA_515	قوار مدور 30 كرميدي	كرتون	30	12			
							
BA_585	كرسي درج	كرتون	80	1			
BA_591	سطل قلاب 20 لتر	كرتون	20	12			
BA_615	سطل دعسة 20 لتر	كرتون	15	6			
BA_622	سطل دعسة 30 لتر	كرتون	21	4			
BA_656	زاوية شبك	كرتون	20	12			
BA_669	سطل 17 لتر	كرتون	20	24			
BA_690	قوار مدور 40 كرميدي	كرتون	18	12			
BA_710_M	مشك صحون طابقين دانتيل	كرتون	10	6			
BA_7192	اغطية سرير - ملون	كرتون	0.25	60			
BA_727	ابريق وضوء صغير * 2	كرتون	22	8			
BA_7270	اغطية سرير - ملون	كرتون	0.25	48			
BA_7275	شنط قهوة	كرتون	19	24			
BA_7279	مناشف جسم - ملون	كرتون	1.25	132			
BA_7280	مناشف مطبخ 2 حبة  - ملون	كرتون	4	144			
BA_7283	شنط قهوة	كرتون	7.5	24			
BA_7286	مناشف جسم 80*138 سم	كرتون	4.75	60			
BA_7289	مناشف مطبخ قطعتين	كرتون	7.5	144			
BA_7290	مناشف مطبخ 3 قطع	كرتون	6.875	216			
BA_7291	مناشف مطبخ 3 قطع	كرتون	8.75	240			
BA_7292	مناشف مطبخ 4 قطع	كرتون	6.875	168			
BA_734	حافظة 7 لتر	كرتون	10	36			
BA_796	حافظة 30 لتر	كرتون	10	6			
BA_802	حافظة 55 لتر	كرتون	10	6			
BA_816	سطل قلاب وسط	كرتون	30	12			
BA_822	طاولة	كرتون	70	1			
BA_837	شاف 3.5 لتر	كرتون	10	30			
BA_959	قوار مستطيل 55 كرميدي	كرتون	30	12			
BA_970	سطل دعسة راتان	كرتون	15	6			
BA_973	مشك صحون ارضي مع صينية	كرتون	20	30			
BA_997	مشك صحون طابقين	كرتون	10	6			
EAK_300030	قفل 30 ملم قطعتين	كرتون	1.075	120			
EAK_300034	قفل 30 ملم قطعتين	كرتون	1	120			
EAK_300039	قفل طويل 25 ملم قطعتين	كرتون	1.75	120			
EAQ_200004	زراديات	كرتون	5.5	60			
EAR_200001	طقم مفاتيح سداسية	كرتون	8	60			
IBQ_200008	لصق كهربائي اسود	كرتون	12	50			
IBQ_200040	لصق	كرتون	15	36			
MS_111_Y	برطمان 50 مل دائري - غطاء اصفر	كرتون	24	88			
MS_112_T	برطمان 50 مل دائري - غطاء شفاف	كرتون	29	88			
MS_113_T	برطمان 100مل دائري - غطاء شفاف	كرتون	21	72			
MS_114-Y	برطمان 100 مل دائري اصفر	كرتون	47	72			
MS_152	برطمان 150 مل دائري - غطاء شفاف	كرتون	21	66			
MS_200	برطمان 200مل دائري - غطاء اصفر	كرتون	15	48			
							
MS_2021	برطمان 1500مل دائري - غطاء شفاف	كرتون	17	36			
MS_2029	برطمان 1500 مل دائري  - غطاء اصفر	كرتون	18	36			
MS_252_T	برطمان 250 مل دائري - غطاء شفاف	كرتون	6	42			
MS_301_C	برطمان 300مل دائري - غطاء شفاف	كرتون	1	63			
MS_301_Y	برطمان 300مل دائري - غطاء اصفر	كرتون	13	63			
MS_302	برطمانات 300مل دائري  - غطاء شفاف	كرتون	1	63			
MS_3040.	جاك عصير 1500 مل 3حبات	كرتون	21	32			
MS_306_Y	برطمان 30 مل دائري  - غطاء اصفر - 75	كرتون	1	75			
MS_307_T	برطمان 30 مل دائري  - غطاء شفاف	كرتون	11	75			
MS_4000-S	برطمانات 4000 مل  - غطاء احمر	كرتون	11	24			
MS_4001	برطمان 2000 مل دائري - غطاء اصفر	كرتون	46	36			
MS_6111_T	برطمان 6000 مل دائري  - غطاء شفاف	كرتون	2	18			
OGS_00002	قش مع غطاء	كرتون	63	300			
OGS_00004	شنط اكياس سفر M	كرتون	3	60			
OGS_00005	شنط اكياس سفر L	كرتون	3	70			
OGS_00020	ماسك مجات	كرتون	10	5000			
OGS_230001	مجات 750ml راقي	كرتون	4.2	30			
OGS_230002	مجات 750ml راقي	كرتون	8	30			
OGS_230003	مجات 750ml راقي	كرتون	10.6	30			
OGS_230004	مجات 750ml راقي	كرتون	3.7	30			
OGS_230005	مجات 750ml راقي	كرتون	7.2	30			
OGS_230006	مجات 750ml راقي	كرتون	12.56	30			
OGS_230007	مجات 750ml راقي	كرتون	12.13334	30			
OGS_230008	مجات 750ml راقي	كرتون	4.2	30			
OGS_230009	مجات 750ml راقي	كرتون	2.3	30			
OGS_230010	مجات 750ml راقي	كرتون	10.2	30			
OGS_230012	مجات 750ml راقي	كرتون	3.06667	30			
OGS_230014	مجات 750ml راقي	كرتون	4.7	30			
OGS_230015	مجات 750ml راقي	كرتون	4.13367	30			
OGS_230016	مجات 750ml راقي	كرتون	13.667	30			
OGS_230017	مجات 750ml راقي	كرتون	9.567	30			
OGS_230018	مجات 750ml راقي	كرتون	14.8334	30			
OGS_230019	مجات 750ml راقي	كرتون	8.2	30			
OGS_230020	مجات ذهبي 750ml راقي	كرتون	12.966667	30			
OGS_230021	مجات نحاسي 750ml راقي	كرتون	4.96667	30			
OGS_230022	مجات 750ml  راقي	كرتون	12.4	30			
OGS_230023	مجات 750ml راقي	كرتون	5.3	30			
OGS_230024	مجات 750ml راقي	كرتون	11.86666	30			
OGS_230025	مجات 750ml راقي	كرتون	2.43333	30			
OGS_230026	مجات 750ml راقي	كرتون	8.80001	30			
OGS_230027	مجات 750ml راقي	كرتون	11.76666	30			
OGS_230028	مجات 750ml راقي	كرتون	10.96654	30			
OGS_230030	مجات 500ml راقي	كرتون	0.06	50			
							
OGS_230031	مجات 500ml راقي	كرتون	0.06	50			
OGS_230035	مجات 500ml خشبي راقي	كرتون	1.34	50			
OGS_230038	مجات 500ml خشبي راقي	كرتون	0.44	50			
OGS_230040	زمزمية 750 مل أسود	كرتون	3.975	40			
OGS_230041	زمزمية 750 مل أزرق	كرتون	1.45	40			
OGS_230042	زمزمية 750 مل ابيض	كرتون	4.7	40			
OGS_230043	زمزمية 750 مل أحمر	كرتون	3.5	40			
OGS_230044	كوب سفر 900 مل وردي	كرتون	1.96	25			
OGS_230046	كوب سفر 900 مل أبيض	كرتون	9.64	25			
OGS_230048	كوب سفر 900 مل أزرق	كرتون	1.8	25			
OGS_230061	مجات 500 ملي	كرتون	2.14	50			
OGS_230063	مجات 500 ملي	كرتون	0.32	50			
OGS_230067	مجات 500 ملي	كرتون	10.88	50			
OGS_230068	مجات 500 ملي	كرتون	1.36	50			
OGS_230069	مجات 500 ملي	كرتون	11.64	50			
OGS_230070	مجات 500 ملي	كرتون	2.48	50			
OGS_230071	مجات 500 ملي	كرتون	1.86	50			
OGS_230072	مجات 500 ملي	كرتون	5.52	50			
OGS_230074	مجات 500 ملي	كرتون	2.76	50			
OGS_230075	مجات 500 ملي	كرتون	3.42	50			
OGS_230080	مجات 500 ملي	كرتون	0.12	50			
OGS_230083	مجات 500 ملي	كرتون	0.12	50			
OGS_230091	مجات 500 ملي	كرتون	1.24	50			
OGS_230094	مجات 500 ml	كرتون	0.22	50			
OGS_230095	مجات 500 ملي	كرتون	0.84	50			
OGS_230099	مجات 750ml راقي	كرتون	3.36667	30			
OGS_230100	مجات 750ml راقي	كرتون	4.6	30			
OGS_230101	مجات 750ml راقي	كرتون	2.8	30			
OGS_230102	مجات 750ml راقي	كرتون	4.8	30			
OGS_230103	مجات 750ml راقي	كرتون	1.8	30			
OGS_230104	مجات 750ml راقي	كرتون	0.00007	30			
OGS_230105	مجات 750ml راقي	كرتون	0.2	30			
OGS_230106	مجات 750ml راقي	كرتون	5.5	30			
OGS_230107	مجات 750ml راقي	كرتون	3.76667	30			
OGS_230108	مجات 750ml راقي	كرتون	2.8	30			
OGS_230109	مجات 750ml راقي	كرتون	4.3	30			
OGS_230110	مجات 750ml راقي	كرتون	2	30			
OGS_230111	مجات 750ml راقي	كرتون	0.4	30			
OGS_230112	مجات 750ml راقي	كرتون	2.8	30			
OGS_230113	مجات 750ml راقي	كرتون	4.8	30			
OGS_230114	مجات 750ml راقي	كرتون	4.8	30			
OGS_230115	مجات 750ml راقي	كرتون	3.66667	30			
OGS_230116	مجات 750ml راقي	كرتون	3.10001	30			
							
OGS_230117	مجات 750ml راقي	كرتون	4.4	30			
OGS_230118	مجات 750ml راقي	كرتون	0.3	30			
OGS_230123	مجات 500 ملي	كرتون	0.01	50			
OGS_25535	احذية	كرتون	11	24			
OGS_25536	احذية	كرتون	14	24			
OGS_25537	احذية	كرتون	10.5	24			
OGS_25538	احذية	كرتون	12	24			
OGS_25539	احذية	كرتون	3	24			
OGS_25540	احذية	كرتون	12.5	24			
OGS_25541	احذية	كرتون	12.5	24			
OGS_25542	احذية	كرتون	4	24			
OGS_25543	احذية	كرتون	8	24			
OGS_25544	احذية	كرتون	1	24			
OGS_25546	احذية	كرتون	0.08333	24			
OGS_25548	احذية	كرتون	5.5	24			
OGS_25685	شورتات سباحة الوان فسفورية	كرتون	1.83334	72			
OGS_25686	شورتات سباحة سادة	كرتون	0.33334	72			
OGS_25688	شورتات سباحة سادة	كرتون	6.50001	72			
OGS_25689	شورتات سباحة ملون	كرتون	2.00001	72			
OGS_25690	شورتات سباحة ملون	كرتون	8.50001	72			
OSG_25550	احذية نسائي	كرتون	9	24			
OSG_25552	احذية	كرتون	2.5	24			
OSG_25553	احذية	كرتون	5	24			
OSG_25554	احذية	كرتون	7.5	24			
OSG_25555	احذية نسائي	كرتون	12	24			
OSG_25556	احذية نسائي	كرتون	13	24			
OSG_25557	احذية نسائي	كرتون	17	24			
OSG_25558	احذية نسائي	كرتون	7	24			
OSG_25559	احذية نسائي	كرتون	7	24			
OSG_25560	احذية نسائي	كرتون	13	24			
OSG_25561	احذية نسائي	كرتون	17	24			
							
